Date,Ticker,Open,High,Low,Close
09/21/2012,IGGRC10D,,,,20.0700000
09/24/2012,IGGRC10D,,,,19.2800000
09/25/2012,IGGRC10D,,,,19.3900000
09/26/2012,IGGRC10D,,,,19.5900000
09/27/2012,IGGRC10D,,,,20.2900000
09/28/2012,IGGRC10D,,,,19.7400000
10/01/2012,IGGRC10D,,,,19.2100000
10/02/2012,IGGRC10D,,,,19.0300000
10/03/2012,IGGRC10D,,,,19.0400000
10/04/2012,IGGRC10D,,,,18.9400000
10/05/2012,IGGRC10D,,,,18.2200000
10/08/2012,IGGRC10D,,,,18.1000000
10/09/2012,IGGRC10D,,,,18.4700000
10/10/2012,IGGRC10D,,,,18.3600000
10/11/2012,IGGRC10D,,,,18.4200000
10/12/2012,IGGRC10D,,,,17.9600000
10/15/2012,IGGRC10D,,,,17.5300000
10/16/2012,IGGRC10D,,,,17.6700000
10/17/2012,IGGRC10D,,,,17.8000000
10/18/2012,IGGRC10D,,,,16.9100000
10/19/2012,IGGRC10D,,,,16.7800000
10/22/2012,IGGRC10D,,,,16.4900000
10/23/2012,IGGRC10D,,,,17.1500000
10/24/2012,IGGRC10D,,,,17.2000000
10/25/2012,IGGRC10D,,,,16.9800000
10/26/2012,IGGRC10D,,,,17.2900000
10/29/2012,IGGRC10D,,,,17.4500000
10/30/2012,IGGRC10D,,,,17.6100000
10/31/2012,IGGRC10D,,,,17.5800000
11/01/2012,IGGRC10D,,,,18.2600000
11/02/2012,IGGRC10D,,,,18.2200000
11/05/2012,IGGRC10D,,,,17.7100000
11/06/2012,IGGRC10D,,,,17.2800000
11/07/2012,IGGRC10D,,,,17.4300000
11/08/2012,IGGRC10D,,,,18.1300000
11/09/2012,IGGRC10D,,,,18.1300000
11/12/2012,IGGRC10D,,,,18.0900000
11/13/2012,IGGRC10D,,,,17.8100000
11/14/2012,IGGRC10D,,,,17.6600000
11/15/2012,IGGRC10D,,,,17.7300000
11/16/2012,IGGRC10D,,,,17.4600000
11/19/2012,IGGRC10D,,,,17.2000000
11/20/2012,IGGRC10D,,,,17.1000000
11/21/2012,IGGRC10D,,,,16.7600000
11/22/2012,IGGRC10D,,,,16.3100000
11/23/2012,IGGRC10D,,,,16.5000000
11/26/2012,IGGRC10D,,,,16.5900000
11/27/2012,IGGRC10D,,,,16.2200000
11/28/2012,IGGRC10D,,,,16.5800000
11/29/2012,IGGRC10D,,,,16.3400000
11/30/2012,IGGRC10D,,,,16.1600000
12/03/2012,IGGRC10D,,,,14.6900000
12/05/2012,IGGRC10D,,,,15.1300000
12/06/2012,IGGRC10D,,,,15.1100000
12/07/2012,IGGRC10D,,,,14.9500000
12/10/2012,IGGRC10D,,,,14.1700000
12/11/2012,IGGRC10D,,,,13.3500000
12/12/2012,IGGRC10D,,,,13.2100000
12/13/2012,IGGRC10D,,,,12.9500000
12/14/2012,IGGRC10D,,,,12.9500000
12/17/2012,IGGRC10D,,,,12.9900000
12/18/2012,IGGRC10D,,,,12.7700000
12/19/2012,IGGRC10D,,,,11.5300000
12/20/2012,IGGRC10D,,,,11.7800000
12/21/2012,IGGRC10D,,,,11.9620000
12/24/2012,IGGRC10D,,,,12.0300000
12/25/2012,IGGRC10D,,,,12.0490000
12/26/2012,IGGRC10D,,,,12.0200000
12/27/2012,IGGRC10D,,,,11.9200000
12/28/2012,IGGRC10D,,,,11.9200000
12/31/2012,IGGRC10D,,,,11.8430000
01/01/2013,IGGRC10D,,,,11.8430000
01/02/2013,IGGRC10D,,,,11.4970000
01/03/2013,IGGRC10D,,,,11.3570000
01/04/2013,IGGRC10D,,,,11.2440000
01/07/2013,IGGRC10D,,,,11.2930000
01/08/2013,IGGRC10D,,,,11.3000000
01/09/2013,IGGRC10D,,,,11.6740000
01/10/2013,IGGRC10D,,,,11.6530000
01/11/2013,IGGRC10D,,,,11.7330000
01/14/2013,IGGRC10D,,,,11.7220000
01/15/2013,IGGRC10D,,,,11.7010000
01/16/2013,IGGRC10D,,,,11.6390000
01/17/2013,IGGRC10D,,,,11.4080000
01/18/2013,IGGRC10D,,,,10.9630000
01/21/2013,IGGRC10D,,,,10.6010000
01/22/2013,IGGRC10D,,,,10.3510000
01/23/2013,IGGRC10D,,,,10.7180000
01/24/2013,IGGRC10D,,,,10.7260000
01/25/2013,IGGRC10D,,,,10.3980000
01/28/2013,IGGRC10D,,,,10.1430000
01/29/2013,IGGRC10D,,,,10.1080000
01/30/2013,IGGRC10D,,,,10.3990000
01/31/2013,IGGRC10D,,,,10.6440000
02/01/2013,IGGRC10D,,,,10.7810000
02/04/2013,IGGRC10D,,,,10.8610000
02/05/2013,IGGRC10D,,,,10.8630000
02/06/2013,IGGRC10D,,,,10.7800000
02/07/2013,IGGRC10D,,,,10.8520000
02/08/2013,IGGRC10D,,,,10.9410000
02/11/2013,IGGRC10D,,,,11.2360000
02/12/2013,IGGRC10D,,,,11.2950000
02/13/2013,IGGRC10D,,,,10.8480000
02/14/2013,IGGRC10D,,,,10.7460000
02/15/2013,IGGRC10D,,,,10.8900000
02/18/2013,IGGRC10D,,,,11.0840000
02/19/2013,IGGRC10D,,,,11.1620000
02/20/2013,IGGRC10D,,,,11.1150000
02/21/2013,IGGRC10D,,,,11.1370000
02/22/2013,IGGRC10D,,,,10.9880000
02/25/2013,IGGRC10D,,,,11.1410000
02/26/2013,IGGRC10D,,,,11.2150000
02/27/2013,IGGRC10D,,,,11.2740000
02/28/2013,IGGRC10D,,,,10.9930000
03/01/2013,IGGRC10D,,,,10.9920000
03/04/2013,IGGRC10D,,,,11.2050000
03/05/2013,IGGRC10D,,,,11.0760000
03/06/2013,IGGRC10D,,,,11.0270000
03/07/2013,IGGRC10D,,,,10.7830000
03/08/2013,IGGRC10D,,,,10.5300000
03/11/2013,IGGRC10D,,,,10.5690000
03/12/2013,IGGRC10D,,,,10.5830000
03/13/2013,IGGRC10D,,,,10.6500000
03/14/2013,IGGRC10D,,,,10.7650000
03/15/2013,IGGRC10D,,,,10.7400000
03/18/2013,IGGRC10D,,,,11.2430000
03/19/2013,IGGRC10D,,,,12.0440000
03/20/2013,IGGRC10D,,,,11.6990000
03/21/2013,IGGRC10D,,,,11.8920000
03/22/2013,IGGRC10D,,,,11.7760000
03/25/2013,IGGRC10D,,,,11.7740000
03/26/2013,IGGRC10D,,,,12.1710000
03/27/2013,IGGRC10D,,,,12.9100000
03/28/2013,IGGRC10D,,,,12.5310000
03/29/2013,IGGRC10D,,,,12.4750000
04/01/2013,IGGRC10D,,,,12.5010000
04/02/2013,IGGRC10D,,,,12.2570000
04/04/2013,IGGRC10D,,,,12.0680000
04/05/2013,IGGRC10D,,,,12.1730000
04/08/2013,IGGRC10D,,,,11.8300000
04/09/2013,IGGRC10D,,,,11.6680000
04/10/2013,IGGRC10D,,,,11.3120000
04/11/2013,IGGRC10D,,,,11.4150000
04/12/2013,IGGRC10D,,,,11.4150000
04/16/2013,IGGRC10D,,,,11.4460000
04/17/2013,IGGRC10D,,,,11.3770000
04/18/2013,IGGRC10D,,,,11.4850000
04/19/2013,IGGRC10D,,,,11.6710000
04/23/2013,IGGRC10D,,,,11.4380000
04/24/2013,IGGRC10D,,,,11.2900000
04/25/2013,IGGRC10D,,,,11.2920000
04/26/2013,IGGRC10D,,,,11.4270000
04/30/2013,IGGRC10D,,,,11.1540000
05/01/2013,IGGRC10D,,,,11.0470000
05/02/2013,IGGRC10D,,,,11.0750000
05/03/2013,IGGRC10D,,,,10.2080000
05/07/2013,IGGRC10D,,,,10.4220000
05/08/2013,IGGRC10D,,,,9.7390000
05/09/2013,IGGRC10D,,,,9.4890000
05/10/2013,IGGRC10D,,,,9.7270000
05/14/2013,IGGRC10D,,,,9.6740000
05/15/2013,IGGRC10D,,,,8.9050000
05/16/2013,IGGRC10D,,,,8.5750000
05/17/2013,IGGRC10D,,,,8.2290000
05/20/2013,IGGRC10D,,,,8.1490000
05/21/2013,IGGRC10D,,,,8.1890000
05/22/2013,IGGRC10D,,,,8.2190000
05/23/2013,IGGRC10D,,,,8.8490000
05/24/2013,IGGRC10D,,,,9.0410000
05/28/2013,IGGRC10D,,,,8.7240000
05/29/2013,IGGRC10D,,,,8.8680000
05/30/2013,IGGRC10D,,,,9.1330000
05/31/2013,IGGRC10D,,,,9.4770000
06/03/2013,IGGRC10D,,,,9.4000000
06/04/2013,IGGRC10D,,,,9.0920000
06/05/2013,IGGRC10D,,,,9.2950000
06/06/2013,IGGRC10D,,,,9.4480000
06/07/2013,IGGRC10D,,,,9.4920000
06/10/2013,IGGRC10D,,,,9.7420000
06/11/2013,IGGRC10D,,,,10.0710000
06/12/2013,IGGRC10D,,,,10.7380000
06/13/2013,IGGRC10D,,,,9.9420000
06/14/2013,IGGRC10D,,,,9.9780000
06/18/2013,IGGRC10D,,,,10.0730000
06/19/2013,IGGRC10D,,,,10.1180000
06/21/2013,IGGRC10D,,,,10.8780000
06/25/2013,IGGRC10D,,,,11.6060000
06/26/2013,IGGRC10D,,,,11.5580000
06/27/2013,IGGRC10D,,,,10.9460000
06/28/2013,IGGRC10D,,,,10.8150000
07/02/2013,IGGRC10D,,,,11.1470000
07/03/2013,IGGRC10D,,,,11.4480000
07/04/2013,IGGRC10D,,,,11.5820000
07/05/2013,IGGRC10D,,,,11.6540000
07/09/2013,IGGRC10D,,,,10.7620000
07/10/2013,IGGRC10D,,,,11.1310000
07/11/2013,IGGRC10D,,,,11.0710000
07/12/2013,IGGRC10D,,,,10.9150000
07/16/2013,IGGRC10D,,,,10.5330000
07/17/2013,IGGRC10D,,,,10.4870000
07/18/2013,IGGRC10D,,,,10.4020000
07/19/2013,IGGRC10D,,,,10.2110000
07/23/2013,IGGRC10D,,,,10.1680000
07/24/2013,IGGRC10D,,,,10.2920000
07/25/2013,IGGRC10D,,,,10.2980000
07/26/2013,IGGRC10D,,,,10.1410000
07/30/2013,IGGRC10D,,,,10.1400000
07/31/2013,IGGRC10D,,,,10.1370000
08/01/2013,IGGRC10D,,,,10.0710000
08/02/2013,IGGRC10D,,,,9.9850000
08/06/2013,IGGRC10D,,,,9.9500000
08/07/2013,IGGRC10D,,,,9.9160000
08/08/2013,IGGRC10D,,,,9.9310000
08/09/2013,IGGRC10D,,,,9.7740000
08/13/2013,IGGRC10D,,,,9.8490000
08/14/2013,IGGRC10D,,,,9.7180000
08/15/2013,IGGRC10D,,,,9.7000000
08/16/2013,IGGRC10D,,,,9.7170000
08/20/2013,IGGRC10D,,,,9.7580000
08/21/2013,IGGRC10D,,,,9.9250000
08/22/2013,IGGRC10D,,,,10.3270000
08/23/2013,IGGRC10D,,,,10.1480000
08/27/2013,IGGRC10D,,,,10.0500000
08/28/2013,IGGRC10D,,,,10.3640000
08/29/2013,IGGRC10D,,,,10.3770000
08/30/2013,IGGRC10D,,,,10.3800000
09/03/2013,IGGRC10D,,,,10.4060000
09/04/2013,IGGRC10D,,,,10.4130000
09/05/2013,IGGRC10D,,,,10.5220000
09/06/2013,IGGRC10D,,,,10.4850000
09/10/2013,IGGRC10D,,,,10.6060000
09/11/2013,IGGRC10D,,,,10.3220000
09/12/2013,IGGRC10D,,,,10.3100000
09/13/2013,IGGRC10D,,,,10.3780000
09/17/2013,IGGRC10D,,,,10.3860000
09/18/2013,IGGRC10D,,,,10.4000000
09/19/2013,IGGRC10D,,,,10.5840000
09/20/2013,IGGRC10D,,,,10.2690000
09/24/2013,IGGRC10D,,,,10.3800000
09/25/2013,IGGRC10D,,,,10.2990000
09/26/2013,IGGRC10D,,,,10.0390000
09/27/2013,IGGRC10D,,,,10.0840000
10/01/2013,IGGRC10D,,,,9.6380000
10/02/2013,IGGRC10D,,,,9.4420000
10/03/2013,IGGRC10D,,,,9.5740000
10/04/2013,IGGRC10D,,,,9.6080000
10/08/2013,IGGRC10D,,,,9.5250000
10/09/2013,IGGRC10D,,,,9.5450000
10/10/2013,IGGRC10D,,,,9.4920000
10/11/2013,IGGRC10D,,,,9.2430000
10/15/2013,IGGRC10D,,,,8.8510000
10/16/2013,IGGRC10D,,,,8.6530000
10/17/2013,IGGRC10D,,,,8.6180000
10/18/2013,IGGRC10D,,,,8.6910000
10/22/2013,IGGRC10D,,,,8.6710000
10/23/2013,IGGRC10D,,,,8.7430000
10/24/2013,IGGRC10D,,,,8.7840000
10/25/2013,IGGRC10D,,,,8.8180000
10/29/2013,IGGRC10D,,,,8.8040000
10/30/2013,IGGRC10D,,,,8.7440000
10/31/2013,IGGRC10D,,,,8.6770000
11/01/2013,IGGRC10D,,,,8.4060000
11/05/2013,IGGRC10D,,,,8.3900000
11/06/2013,IGGRC10D,,,,8.4910000
11/07/2013,IGGRC10D,,,,8.3920000
11/08/2013,IGGRC10D,,,,8.3790000
11/12/2013,IGGRC10D,,,,8.4700000
11/13/2013,IGGRC10D,,,,8.8720000
11/14/2013,IGGRC10D,,,,8.8730000
11/15/2013,IGGRC10D,,,,8.7690000
11/19/2013,IGGRC10D,,,,8.7010000
11/20/2013,IGGRC10D,,,,8.7930000
11/21/2013,IGGRC10D,,,,8.7700000
11/22/2013,IGGRC10D,,,,8.9060000
11/26/2013,IGGRC10D,,,,9.0260000
11/27/2013,IGGRC10D,,,,8.9960000
11/28/2013,IGGRC10D,,,,8.9580000
11/29/2013,IGGRC10D,,,,8.9800000
12/03/2013,IGGRC10D,,,,8.9180000
12/04/2013,IGGRC10D,,,,8.8960000
12/05/2013,IGGRC10D,,,,9.0010000
12/06/2013,IGGRC10D,,,,8.9900000
12/09/2013,IGGRC10D,,,,8.9810000
12/10/2013,IGGRC10D,,,,8.8980000
12/11/2013,IGGRC10D,,,,8.7840000
12/12/2013,IGGRC10D,,,,8.8090000
12/13/2013,IGGRC10D,,,,8.9200000
12/16/2013,IGGRC10D,,,,8.9210000
12/17/2013,IGGRC10D,,,,8.8240000
12/18/2013,IGGRC10D,,,,8.8210000
12/20/2013,IGGRC10D,,,,8.5920000
12/23/2013,IGGRC10D,,,,8.5170000
12/24/2013,IGGRC10D,,,,8.5170000
12/25/2013,IGGRC10D,,,,8.5170000
12/26/2013,IGGRC10D,,,,8.5940000
12/27/2013,IGGRC10D,,,,8.5410000
12/30/2013,IGGRC10D,,,,8.5450000
12/31/2013,IGGRC10D,,,,8.5760000
01/01/2014,IGGRC10D,,,,8.4460000
01/02/2014,IGGRC10D,,,,8.3580000
01/03/2014,IGGRC10D,,,,8.3550000
01/06/2014,IGGRC10D,,,,8.3100000
01/07/2014,IGGRC10D,,,,7.9360000
01/08/2014,IGGRC10D,,,,7.8950000
01/09/2014,IGGRC10D,,,,7.8810000
01/10/2014,IGGRC10D,,,,7.8560000
01/13/2014,IGGRC10D,,,,7.8690000
01/14/2014,IGGRC10D,,,,7.9630000
01/15/2014,IGGRC10D,,,,7.9310000
01/16/2014,IGGRC10D,,,,7.9560000
01/17/2014,IGGRC10D,,,,8.0500000
01/20/2014,IGGRC10D,,,,8.1030000
01/21/2014,IGGRC10D,,,,8.2080000
01/22/2014,IGGRC10D,,,,8.2850000
01/23/2014,IGGRC10D,,,,8.3830000
01/24/2014,IGGRC10D,,,,8.6200000
01/27/2014,IGGRC10D,,,,8.6590000
01/28/2014,IGGRC10D,,,,8.6510000
01/29/2014,IGGRC10D,,,,8.7050000
01/31/2014,IGGRC10D,,,,8.7020000
03/05/2014,IGGRC10D,,,,6.8060000
03/06/2014,IGGRC10D,,,,6.6750000
03/07/2014,IGGRC10D,,,,6.8110000
03/11/2014,IGGRC10D,,,,7.0120000
03/12/2014,IGGRC10D,,,,7.0840000
03/13/2014,IGGRC10D,,,,7.1610000
03/17/2014,IGGRC10D,,,,7.0390000
03/19/2014,IGGRC10D,,,,6.8400000
03/20/2014,IGGRC10D,,,,6.9640000
03/21/2014,IGGRC10D,,,,6.9130000
03/24/2014,IGGRC10D,,,,6.7080000
03/25/2014,IGGRC10D,,,,6.7350000
03/26/2014,IGGRC10D,,,,6.8340000
03/27/2014,IGGRC10D,,,,6.8870000
03/28/2014,IGGRC10D,,,,6.6850000
03/31/2014,IGGRC10D,,,,6.5690000
04/01/2014,IGGRC10D,,,,6.4810000
04/02/2014,IGGRC10D,,,,6.1860000
04/03/2014,IGGRC10D,,,,6.1340000
04/04/2014,IGGRC10D,,,,6.1650000
04/07/2014,IGGRC10D,,,,6.1930000
04/08/2014,IGGRC10D,,,,6.1960000
04/09/2014,IGGRC10D,,,,5.9080000
04/10/2014,IGGRC10D,,,,5.9780000
04/11/2014,IGGRC10D,,,,6.3220000
04/14/2014,IGGRC10D,,,,6.4850000
04/15/2014,IGGRC10D,,,,6.2880000
04/16/2014,IGGRC10D,,,,6.2610000
04/17/2014,IGGRC10D,,,,6.1150000
04/18/2014,IGGRC10D,,,,6.1400000
04/21/2014,IGGRC10D,,,,6.1310000
04/22/2014,IGGRC10D,,,,5.9990000
04/23/2014,IGGRC10D,,,,6.0980000
04/24/2014,IGGRC10D,,,,6.1970000
04/25/2014,IGGRC10D,,,,6.3130000
04/28/2014,IGGRC10D,,,,6.3960000
04/29/2014,IGGRC10D,,,,6.3340000
04/30/2014,IGGRC10D,,,,6.1550000
05/01/2014,IGGRC10D,,,,6.2670000
05/02/2014,IGGRC10D,,,,6.1890000
05/05/2014,IGGRC10D,,,,6.2090000
05/06/2014,IGGRC10D,,,,6.2090000
05/07/2014,IGGRC10D,,,,6.1750000
05/08/2014,IGGRC10D,,,,6.1550000
05/09/2014,IGGRC10D,,,,6.1010000
05/12/2014,IGGRC10D,,,,6.2550000
05/13/2014,IGGRC10D,,,,6.4460000
05/14/2014,IGGRC10D,,,,6.3020000
05/15/2014,IGGRC10D,,,,6.8310000
05/16/2014,IGGRC10D,,,,6.8560000
05/19/2014,IGGRC10D,,,,6.7380000
05/20/2014,IGGRC10D,,,,6.7700000
05/21/2014,IGGRC10D,,,,6.4950000
05/22/2014,IGGRC10D,,,,6.5270000
05/23/2014,IGGRC10D,,,,6.5040000
05/26/2014,IGGRC10D,,,,6.2510000
05/27/2014,IGGRC10D,,,,6.2640000
05/28/2014,IGGRC10D,,,,6.3130000
05/29/2014,IGGRC10D,,,,6.2780000
05/30/2014,IGGRC10D,,,,6.2990000
06/02/2014,IGGRC10D,,,,6.2990000
06/03/2014,IGGRC10D,,,,6.3830000
06/04/2014,IGGRC10D,,,,6.3940000
06/05/2014,IGGRC10D,,,,6.2190000
06/06/2014,IGGRC10D,,,,5.8720000
06/09/2014,IGGRC10D,,,,5.7620000
06/10/2014,IGGRC10D,,,,5.6470000
06/11/2014,IGGRC10D,,,,5.7790000
06/12/2014,IGGRC10D,,,,5.8010000
06/13/2014,IGGRC10D,,,,5.8160000
06/16/2014,IGGRC10D,,,,5.8980000
06/17/2014,IGGRC10D,,,,6.0180000
06/18/2014,IGGRC10D,,,,5.9960000
06/19/2014,IGGRC10D,,,,5.9120000
06/20/2014,IGGRC10D,,,,6.0340000
06/23/2014,IGGRC10D,,,,6.0590000
06/24/2014,IGGRC10D,,,,5.8460000
06/25/2014,IGGRC10D,,,,5.8830000
06/26/2014,IGGRC10D,,,,5.8830000
06/27/2014,IGGRC10D,,,,5.9120000
06/30/2014,IGGRC10D,,,,5.9800000
07/01/2014,IGGRC10D,,,,5.9390000
07/02/2014,IGGRC10D,,,,5.9610000
07/03/2014,IGGRC10D,,,,5.9880000
07/04/2014,IGGRC10D,,,,5.9360000
07/07/2014,IGGRC10D,,,,5.9700000
07/08/2014,IGGRC10D,,,,6.0580000
07/09/2014,IGGRC10D,,,,6.1470000
07/10/2014,IGGRC10D,,,,6.3090000
07/11/2014,IGGRC10D,,,,6.2250000
07/14/2014,IGGRC10D,,,,6.2690000
07/15/2014,IGGRC10D,,,,6.3240000
07/16/2014,IGGRC10D,,,,6.2930000
07/17/2014,IGGRC10D,,,,6.2670000
07/18/2014,IGGRC10D,,,,6.2830000
07/21/2014,IGGRC10D,,,,6.2730000
07/22/2014,IGGRC10D,,,,6.2490000
07/23/2014,IGGRC10D,,,,6.3090000
07/24/2014,IGGRC10D,,,,6.1850000
07/25/2014,IGGRC10D,,,,5.9130000
07/28/2014,IGGRC10D,,,,5.8500000
07/29/2014,IGGRC10D,,,,5.9280000
07/30/2014,IGGRC10D,,,,5.9030000
07/31/2014,IGGRC10D,,,,6.0570000
08/01/2014,IGGRC10D,,,,6.1180000
08/04/2014,IGGRC10D,,,,6.1830000
08/05/2014,IGGRC10D,,,,6.4670000
08/06/2014,IGGRC10D,,,,6.5600000
08/08/2014,IGGRC10D,,,,6.5180000
08/11/2014,IGGRC10D,,,,6.3730000
08/12/2014,IGGRC10D,,,,6.3540000
08/13/2014,IGGRC10D,,,,6.3180000
08/14/2014,IGGRC10D,,,,6.1190000
08/15/2014,IGGRC10D,,,,5.9520000
08/18/2014,IGGRC10D,,,,5.9270000
08/20/2014,IGGRC10D,,,,5.8290000
08/21/2014,IGGRC10D,,,,5.8420000
08/22/2014,IGGRC10D,,,,5.9010000
08/25/2014,IGGRC10D,,,,5.7240000
08/26/2014,IGGRC10D,,,,5.6750000
08/27/2014,IGGRC10D,,,,5.6690000
08/28/2014,IGGRC10D,,,,5.8270000
08/29/2014,IGGRC10D,,,,5.8960000
09/01/2014,IGGRC10D,,,,5.7760000
09/02/2014,IGGRC10D,,,,5.8840000
09/03/2014,IGGRC10D,,,,5.8830000
09/04/2014,IGGRC10D,,,,5.7320000
09/05/2014,IGGRC10D,,,,5.6160000
09/08/2014,IGGRC10D,,,,5.6040000
09/09/2014,IGGRC10D,,,,5.6510000
09/10/2014,IGGRC10D,,,,5.6680000
09/11/2014,IGGRC10D,,,,5.6590000
09/12/2014,IGGRC10D,,,,5.7320000
09/15/2014,IGGRC10D,,,,5.7720000
09/16/2014,IGGRC10D,,,,5.8400000
09/17/2014,IGGRC10D,,,,5.8000000
09/18/2014,IGGRC10D,,,,5.8410000
09/19/2014,IGGRC10D,,,,5.7650000
09/22/2014,IGGRC10D,,,,5.9190000
09/23/2014,IGGRC10D,,,,6.0930000
09/24/2014,IGGRC10D,,,,6.2460000
09/25/2014,IGGRC10D,,,,6.1430000
09/26/2014,IGGRC10D,,,,6.1220000
09/29/2014,IGGRC10D,,,,6.5430000
09/30/2014,IGGRC10D,,,,6.5590000
10/01/2014,IGGRC10D,,,,6.5450000
10/02/2014,IGGRC10D,,,,6.5150000
10/03/2014,IGGRC10D,,,,6.4760000
10/06/2014,IGGRC10D,,,,6.5180000
10/07/2014,IGGRC10D,,,,6.7850000
10/08/2014,IGGRC10D,,,,6.7260000
10/09/2014,IGGRC10D,,,,6.6690000
10/10/2014,IGGRC10D,,,,6.6350000
10/13/2014,IGGRC10D,,,,6.8150000
10/14/2014,IGGRC10D,,,,7.0840000
10/15/2014,IGGRC10D,,,,7.9370000
10/16/2014,IGGRC10D,,,,8.9170000
10/17/2014,IGGRC10D,,,,8.0760000
10/20/2014,IGGRC10D,,,,8.1020000
10/21/2014,IGGRC10D,,,,7.7770000
10/22/2014,IGGRC10D,,,,7.3600000
10/23/2014,IGGRC10D,,,,7.4600000
10/24/2014,IGGRC10D,,,,7.3590000
10/27/2014,IGGRC10D,,,,7.6080000
10/28/2014,IGGRC10D,,,,7.6030000
10/29/2014,IGGRC10D,,,,7.6640000
10/30/2014,IGGRC10D,,,,8.1600000
10/31/2014,IGGRC10D,,,,8.0990000
11/03/2014,IGGRC10D,,,,8.2550000
11/04/2014,IGGRC10D,,,,8.0080000
11/05/2014,IGGRC10D,,,,8.0660000
11/06/2014,IGGRC10D,,,,7.9870000
11/07/2014,IGGRC10D,,,,8.1350000
11/10/2014,IGGRC10D,,,,8.1390000
11/11/2014,IGGRC10D,,,,8.2330000
11/12/2014,IGGRC10D,,,,8.0590000
11/13/2014,IGGRC10D,,,,8.1870000
11/14/2014,IGGRC10D,,,,8.1400000
11/17/2014,IGGRC10D,,,,8.1670000
11/18/2014,IGGRC10D,,,,8.3710000
11/19/2014,IGGRC10D,,,,8.3170000
11/20/2014,IGGRC10D,,,,8.2550000
11/21/2014,IGGRC10D,,,,7.9130000
11/24/2014,IGGRC10D,,,,7.9540000
11/25/2014,IGGRC10D,,,,8.0010000
11/26/2014,IGGRC10D,,,,8.3080000
11/27/2014,IGGRC10D,,,,8.4240000
11/28/2014,IGGRC10D,,,,8.3300000
12/01/2014,IGGRC10D,,,,8.0440000
12/02/2014,IGGRC10D,,,,7.8220000
12/03/2014,IGGRC10D,,,,7.6990000
12/04/2014,IGGRC10D,,,,7.6220000
12/05/2014,IGGRC10D,,,,7.1810000
12/08/2014,IGGRC10D,,,,7.3340000
12/09/2014,IGGRC10D,,,,8.1710000
12/10/2014,IGGRC10D,,,,8.6020000
12/11/2014,IGGRC10D,,,,9.0060000
12/12/2014,IGGRC10D,,,,9.1750000
12/15/2014,IGGRC10D,,,,8.9260000
12/16/2014,IGGRC10D,,,,9.0310000
12/17/2014,IGGRC10D,,,,8.8410000
12/18/2014,IGGRC10D,,,,8.6060000
12/19/2014,IGGRC10D,,,,8.4740000
12/22/2014,IGGRC10D,,,,8.3480000
12/23/2014,IGGRC10D,,,,8.5580000
12/24/2014,IGGRC10D,,,,8.5580000
12/25/2014,IGGRC10D,,,,8.5580000
12/26/2014,IGGRC10D,,,,8.5580000
12/29/2014,IGGRC10D,,,,9.6380000
12/30/2014,IGGRC10D,,,,9.5420000
12/31/2014,IGGRC10D,,,,9.6010000
01/01/2015,IGGRC10D,,,,9.6010000
01/02/2015,IGGRC10D,,,,9.2560000
01/05/2015,IGGRC10D,,,,9.6510000
01/06/2015,IGGRC10D,,,,9.8090000
01/07/2015,IGGRC10D,,,,10.8350000
01/08/2015,IGGRC10D,,,,10.7060000
01/09/2015,IGGRC10D,,,,10.0490000
01/12/2015,IGGRC10D,,,,9.5070000
01/13/2015,IGGRC10D,,,,9.4740000
01/14/2015,IGGRC10D,,,,8.9930000
01/15/2015,IGGRC10D,,,,9.1260000
01/16/2015,IGGRC10D,,,,9.4860000
01/19/2015,IGGRC10D,,,,9.4360000
01/20/2015,IGGRC10D,,,,9.6090000
01/21/2015,IGGRC10D,,,,9.8700000
01/22/2015,IGGRC10D,,,,9.2010000
01/23/2015,IGGRC10D,,,,8.7820000
01/26/2015,IGGRC10D,,,,8.7710000
01/27/2015,IGGRC10D,,,,9.8690000
01/28/2015,IGGRC10D,,,,10.4150000
01/29/2015,IGGRC10D,,,,11.0630000
01/30/2015,IGGRC10D,,,,11.4470000
02/02/2015,IGGRC10D,,,,11.0560000
02/03/2015,IGGRC10D,,,,9.9860000
02/04/2015,IGGRC10D,,,,10.2230000
02/05/2015,IGGRC10D,,,,10.7680000
02/06/2015,IGGRC10D,,,,10.2580000
02/09/2015,IGGRC10D,,,,11.0360000
02/10/2015,IGGRC10D,,,,10.8140000
02/11/2015,IGGRC10D,,,,10.9020000
02/12/2015,IGGRC10D,,,,10.6710000
02/13/2015,IGGRC10D,,,,9.3690000
02/16/2015,IGGRC10D,,,,9.5880000
02/17/2015,IGGRC10D,,,,10.3600000
02/18/2015,IGGRC10D,,,,10.0760000
02/19/2015,IGGRC10D,,,,10.0070000
02/20/2015,IGGRC10D,,,,9.8370000
02/23/2015,IGGRC10D,,,,9.6420000
02/24/2015,IGGRC10D,,,,8.8490000
02/25/2015,IGGRC10D,,,,8.6500000
02/26/2015,IGGRC10D,,,,9.0910000
02/27/2015,IGGRC10D,,,,9.4470000
03/02/2015,IGGRC10D,,,,9.7150000
03/03/2015,IGGRC10D,,,,9.6380000
03/04/2015,IGGRC10D,,,,9.6750000
03/05/2015,IGGRC10D,,,,9.6810000
03/06/2015,IGGRC10D,,,,9.5030000
03/09/2015,IGGRC10D,,,,9.7980000
03/10/2015,IGGRC10D,,,,10.1220000
03/11/2015,IGGRC10D,,,,10.8020000
03/12/2015,IGGRC10D,,,,10.4050000
